Codi_Capitol,Text_Capitol,Codi_Article,Text_Article,Codi_Concepte,Text_Concepte,Codi_Subconcepte,Text_Subconcepte,Codi_Organic,Text_Organic,Codi_Arees,Text_Arees,Codi_Politica,Text_Politica,Codi_Grup_de_programes,Text_Grup_de_programes,Codi_Programes,Text_Programes,Codi_Subprogrames,Text_Subprogrames,CREDIT_INICIAL,MODIF_CREDIT,CREDIT_DEFINITIU,AUTORITZAT,DISPOSAT,OBLIGAT,PAG_EFECTUAT,OBLIG_PENDENT_PAG
1,DESPESES DE PERSONAL,10,ÒRGANS DE GOVERN I PERSONAL DIRECTIU,101,RET. BASIQUES I ALTRES REM. PERSONAL DIR,10100,Retribucions bàsiques personal directiu,300,GER.ÀREA AGENDA 2030. TRANS.DIGITAL I ES,1,Serveis públics bàsics,15,Habitatge i urbanisme,150,Administració General d'habtatge i urba,1501,Administració d'Ecologia Urbana,15011,Despeses generals d'Ecologia Urbana,66693.52,-66693.52,0,0,0,0,0,0
1,DESPESES DE PERSONAL,10,ÒRGANS DE GOVERN I PERSONAL DIRECTIU,101,RET. BASIQUES I ALTRES REM. PERSONAL DIR,10100,Retribucions bàsiques personal directiu,300,GER.ÀREA AGENDA 2030. TRANS.DIGITAL I ES,9,Actuacions de caràcter general,91,Òrgans de govern,912,Òrgans de govern,9122,Relacions institucionals,91223,Relacions internacionals,68496.4,47.27,68543.67,68543.67,68543.67,68543.67,68543.67,0
1,DESPESES DE PERSONAL,10,ÒRGANS DE GOVERN I PERSONAL DIRECTIU,101,RET. BASIQUES I ALTRES REM. PERSONAL DIR,10100,Retribucions bàsiques personal directiu,300,GER.ÀREA AGENDA 2030. TRANS.DIGITAL I ES,9,Actuacions de caràcter general,92,Serveis de caràcter general,920,Administració general,9201,Direcció i administració generals,92011,Administració general,402029.8,-15078.34,386951.46,386951.46,386951.46,386951.46,386951.46,0
1,DESPESES DE PERSONAL,10,ÒRGANS DE GOVERN I PERSONAL DIRECTIU,101,RET. BASIQUES I ALTRES REM. PERSONAL DIR,10100,Retribucions bàsiques personal directiu,300,GER.ÀREA AGENDA 2030. TRANS.DIGITAL I ES,9,Actuacions de caràcter general,92,Serveis de caràcter general,925,Atenció als ciutadans,9251,Informació i atenció al ciutadà,92511,Atenció al ciutadà,75136.9,802.58,75939.48,75939.48,75939.48,75939.48,75939.48,0
1,DESPESES DE PERSONAL,10,ÒRGANS DE GOVERN I PERSONAL DIRECTIU,101,RET. BASIQUES I ALTRES REM. PERSONAL DIR,10100,Retribucions bàsiques personal directiu,301,GERÈNCIA D'INNOVACIÓ I TRANSICIÓ DIGITAL,9,Actuacions de caràcter general,92,Serveis de caràcter general,920,Administració general,9201,Direcció i administració generals,92011,Administració general,0,144046.4,144046.4,144046.4,144046.4,144046.4,144046.4,0
1,DESPESES DE PERSONAL,10,ÒRGANS DE GOVERN I PERSONAL DIRECTIU,101,RET. BASIQUES I ALTRES REM. PERSONAL DIR,10100,Retribucions bàsiques personal directiu,400,GERÈNCIA D'ÀREA DE SEGURETAT I PREVENCIÓ,1,Serveis públics bàsics,13,Seguretat i mobilitat ciutadana,130,Administració general seguretat i protecció civil,1301,Administració general de prevenció i seguretat,13011,Gestió programa administració seguretat,272664.92,8449.47,281114.39,281114.39,281114.39,281114.39,281114.39,0
1,DESPESES DE PERSONAL,10,ÒRGANS DE GOVERN I PERSONAL DIRECTIU,101,RET. BASIQUES I ALTRES REM. PERSONAL DIR,10100,Retribucions bàsiques personal directiu,400,GERÈNCIA D'ÀREA DE SEGURETAT I PREVENCIÓ,1,Serveis públics bàsics,13,Seguretat i mobilitat ciutadana,132,Seguretat i Ordre Públic,1321,Seguretat ciutadana,13212,Serveis generals de la Guàrdia Urbana,557808.96,150595.43,708404.39,708404.39,708404.39,708404.39,708404.39,0
1,DESPESES DE PERSONAL,10,ÒRGANS DE GOVERN I PERSONAL DIRECTIU,101,RET. BASIQUES I ALTRES REM. PERSONAL DIR,10100,Retribucions bàsiques personal directiu,400,GERÈNCIA D'ÀREA DE SEGURETAT I PREVENCIÓ,1,Serveis públics bàsics,13,Seguretat i mobilitat ciutadana,132,Seguretat i Ordre Públic,1322,Prevenció de la delinqüència,13221,Prevenció de la delinqüència,70599.76,-3352.4,67247.36,67247.36,67247.36,67247.36,67247.36,0
1,DESPESES DE PERSONAL,10,ÒRGANS DE GOVERN I PERSONAL DIRECTIU,101,RET. BASIQUES I ALTRES REM. PERSONAL DIR,10100,Retribucions bàsiques personal directiu,400,GERÈNCIA D'ÀREA DE SEGURETAT I PREVENCIÓ,1,Serveis públics bàsics,13,Seguretat i mobilitat ciutadana,135,Protecció civil,1351,Protecció civil,13511,Protecció civil,169129.24,3385.34,172514.58,172514.58,172514.58,172514.58,172514.58,0
1,DESPESES DE PERSONAL,10,ÒRGANS DE GOVERN I PERSONAL DIRECTIU,101,RET. BASIQUES I ALTRES REM. PERSONAL DIR,10100,Retribucions bàsiques personal directiu,400,GERÈNCIA D'ÀREA DE SEGURETAT I PREVENCIÓ,1,Serveis públics bàsics,13,Seguretat i mobilitat ciutadana,136,Servei de prevenció i extinció d'incendis,1361,Prevenció i extinció d'incendis i salvament,13612,Intervenció en extinció d’incendis i sal,87845.74,1759.18,89604.92,89604.92,89604.92,89604.92,89604.92,0
1,DESPESES DE PERSONAL,10,ÒRGANS DE GOVERN I PERSONAL DIRECTIU,101,RET. BASIQUES I ALTRES REM. PERSONAL DIR,10100,Retribucions bàsiques personal directiu,400,GERÈNCIA D'ÀREA DE SEGURETAT I PREVENCIÓ,1,Serveis públics bàsics,13,Seguretat i mobilitat ciutadana,136,Servei de prevenció i extinció d'incendis,1361,Prevenció i extinció d'incendis i salvament,13613,Desenvol.professional.selecció.prevenc.s,95130,665.91,95795.91,95795.91,95795.91,95795.91,95795.91,0
1,DESPESES DE PERSONAL,10,ÒRGANS DE GOVERN I PERSONAL DIRECTIU,101,RET. BASIQUES I ALTRES REM. PERSONAL DIR,10100,Retribucions bàsiques personal directiu,500,GERÈNCIA D'ÀREA D'ECOLOGIA URBANA,1,Serveis públics bàsics,15,Habitatge i urbanisme,150,Administració General d'habtatge i urba,1501,Administració d'Ecologia Urbana,15011,Despeses generals d'Ecologia Urbana,289414.74,109788.04,399202.78,399202.78,399202.78,399202.78,399202.78,0
1,DESPESES DE PERSONAL,10,ÒRGANS DE GOVERN I PERSONAL DIRECTIU,101,RET. BASIQUES I ALTRES REM. PERSONAL DIR,10100,Retribucions bàsiques personal directiu,502,GERÈNCIA MEDI AMBIENT I SERVEIS URBANS,1,Serveis públics bàsics,15,Habitatge i urbanisme,150,Administració General d'habtatge i urba,1501,Administració d'Ecologia Urbana,15011,Despeses generals d'Ecologia Urbana,86030.7,2502.78,88533.48,88533.48,88533.48,88533.48,88533.48,0
1,DESPESES DE PERSONAL,10,ÒRGANS DE GOVERN I PERSONAL DIRECTIU,101,RET. BASIQUES I ALTRES REM. PERSONAL DIR,10100,Retribucions bàsiques personal directiu,502,GERÈNCIA MEDI AMBIENT I SERVEIS URBANS,1,Serveis públics bàsics,16,Benestar comunitari,163,Neteja viària,1631,Neteja viària,16311,Neteja viària,89173.24,1783.58,90956.82,90956.82,90956.82,90956.82,90956.82,0
1,DESPESES DE PERSONAL,10,ÒRGANS DE GOVERN I PERSONAL DIRECTIU,101,RET. BASIQUES I ALTRES REM. PERSONAL DIR,10100,Retribucions bàsiques personal directiu,503,GERÈNCIA D'URBANISME,1,Serveis públics bàsics,15,Habitatge i urbanisme,150,Administració General d'habtatge i urba,1501,Administració d'Ecologia Urbana,15011,Despeses generals d'Ecologia Urbana,457144.68,7849.83,464994.51,464994.51,464994.51,464994.51,464994.51,0
1,DESPESES DE PERSONAL,10,ÒRGANS DE GOVERN I PERSONAL DIRECTIU,101,RET. BASIQUES I ALTRES REM. PERSONAL DIR,10100,Retribucions bàsiques personal directiu,504,GERÈNCIA DE MOBILITAT I INFRAESTRUCTURES,1,Serveis públics bàsics,15,Habitatge i urbanisme,151,Urbanisme:planejament.gestió.execució i disciplina,1516,Control i seguiment de grans infraestructures,15161,Control i seguiment de grans infraestruc,191176.68,76709.52,267886.2,267886.2,267886.2,267886.2,267886.2,0
1,DESPESES DE PERSONAL,10,ÒRGANS DE GOVERN I PERSONAL DIRECTIU,101,RET. BASIQUES I ALTRES REM. PERSONAL DIR,10100,Retribucions bàsiques personal directiu,505,GERÈNCIA DE L'ARQUITECTE/A EN CAP,1,Serveis públics bàsics,15,Habitatge i urbanisme,150,Administració General d'habtatge i urba,1501,Administració d'Ecologia Urbana,15011,Despeses generals d'Ecologia Urbana,85581.9,2340.99,87922.89,87922.89,87922.89,87922.89,87922.89,0
1,DESPESES DE PERSONAL,10,ÒRGANS DE GOVERN I PERSONAL DIRECTIU,101,RET. BASIQUES I ALTRES REM. PERSONAL DIR,10100,Retribucions bàsiques personal directiu,601,CIUTAT VELLA,1,Serveis públics bàsics,15,Habitatge i urbanisme,153,Vies públiques,1534,Espai públic,15341,Manteniment i millora espais públics cen,79634.86,766.4,80401.26,80401.26,80401.26,80401.26,80401.26,0
1,DESPESES DE PERSONAL,10,ÒRGANS DE GOVERN I PERSONAL DIRECTIU,101,RET. BASIQUES I ALTRES REM. PERSONAL DIR,10100,Retribucions bàsiques personal directiu,601,CIUTAT VELLA,2,Actuacions de protecció i promoció social,23,Serveis socials i promoció social,230,Administració general de serveis socials,2302,Administració general serveis a persones-territori,23021,Administració general serveis a persones,70900.24,1418.21,72318.45,72318.45,72318.45,72318.45,72318.45,0
1,DESPESES DE PERSONAL,10,ÒRGANS DE GOVERN I PERSONAL DIRECTIU,101,RET. BASIQUES I ALTRES REM. PERSONAL DIR,10100,Retribucions bàsiques personal directiu,601,CIUTAT VELLA,9,Actuacions de caràcter general,92,Serveis de caràcter general,920,Administració general,9201,Direcció i administració generals,92011,Administració general,67294.48,24917.12,92211.6,92211.6,92211.6,92211.6,92211.6,0
1,DESPESES DE PERSONAL,10,ÒRGANS DE GOVERN I PERSONAL DIRECTIU,101,RET. BASIQUES I ALTRES REM. PERSONAL DIR,10100,Retribucions bàsiques personal directiu,602,EIXAMPLE,1,Serveis públics bàsics,15,Habitatge i urbanisme,153,Vies públiques,1534,Espai públic,15341,Manteniment i millora espais públics cen,72967.78,766.4,73734.18,73734.18,73734.18,73734.18,73734.18,0
1,DESPESES DE PERSONAL,10,ÒRGANS DE GOVERN I PERSONAL DIRECTIU,101,RET. BASIQUES I ALTRES REM. PERSONAL DIR,10100,Retribucions bàsiques personal directiu,602,EIXAMPLE,2,Actuacions de protecció i promoció social,23,Serveis socials i promoció social,230,Administració general de serveis socials,2302,Administració general serveis a persones-territori,23021,Administració general serveis a persones,72306.7,1237.78,73544.48,73544.48,73544.48,73544.48,73544.48,0
1,DESPESES DE PERSONAL,10,ÒRGANS DE GOVERN I PERSONAL DIRECTIU,101,RET. BASIQUES I ALTRES REM. PERSONAL DIR,10100,Retribucions bàsiques personal directiu,602,EIXAMPLE,9,Actuacions de caràcter general,92,Serveis de caràcter general,920,Administració general,9201,Direcció i administració generals,92011,Administració general,70916.61,89952.02,160868.63,160868.63,160868.63,160868.63,160868.63,0
1,DESPESES DE PERSONAL,10,ÒRGANS DE GOVERN I PERSONAL DIRECTIU,101,RET. BASIQUES I ALTRES REM. PERSONAL DIR,10100,Retribucions bàsiques personal directiu,603,SANTS-MONTJUÏC,1,Serveis públics bàsics,15,Habitatge i urbanisme,153,Vies públiques,1534,Espai públic,15341,Manteniment i millora espais públics cen,91945.84,798.76,92744.6,92744.6,92744.6,92744.6,92744.6,0
1,DESPESES DE PERSONAL,10,ÒRGANS DE GOVERN I PERSONAL DIRECTIU,101,RET. BASIQUES I ALTRES REM. PERSONAL DIR,10100,Retribucions bàsiques personal directiu,603,SANTS-MONTJUÏC,2,Actuacions de protecció i promoció social,23,Serveis socials i promoció social,230,Administració general de serveis socials,2302,Administració general serveis a persones-territori,23021,Administració general serveis a persones,72907.66,1249.84,74157.5,74157.5,74157.5,74157.5,74157.5,0
1,DESPESES DE PERSONAL,10,ÒRGANS DE GOVERN I PERSONAL DIRECTIU,101,RET. BASIQUES I ALTRES REM. PERSONAL DIR,10100,Retribucions bàsiques personal directiu,603,SANTS-MONTJUÏC,9,Actuacions de caràcter general,92,Serveis de caràcter general,920,Administració general,9201,Direcció i administració generals,92011,Administració general,73904.72,1172.31,75077.03,75077.03,75077.03,75077.03,75077.03,0
1,DESPESES DE PERSONAL,10,ÒRGANS DE GOVERN I PERSONAL DIRECTIU,101,RET. BASIQUES I ALTRES REM. PERSONAL DIR,10100,Retribucions bàsiques personal directiu,603,SANTS-MONTJUÏC,9,Actuacions de caràcter general,92,Serveis de caràcter general,925,Atenció als ciutadans,9252,Comunicació corporativa,92521,Direcció de comunicació,83148.81,7419.75,90568.56,90568.56,90568.56,90568.56,90568.56,0
1,DESPESES DE PERSONAL,10,ÒRGANS DE GOVERN I PERSONAL DIRECTIU,101,RET. BASIQUES I ALTRES REM. PERSONAL DIR,10100,Retribucions bàsiques personal directiu,604,LES CORTS,2,Actuacions de protecció i promoció social,23,Serveis socials i promoció social,230,Administració general de serveis socials,2302,Administració general serveis a persones-territori,23021,Administració general serveis a persones,73304.08,-70674.51,2629.57,2629.57,2629.57,2629.57,2629.57,0
1,DESPESES DE PERSONAL,10,ÒRGANS DE GOVERN I PERSONAL DIRECTIU,101,RET. BASIQUES I ALTRES REM. PERSONAL DIR,10100,Retribucions bàsiques personal directiu,604,LES CORTS,9,Actuacions de caràcter general,92,Serveis de caràcter general,920,Administració general,9201,Direcció i administració generals,92011,Administració general,240890.3,-76185.22,164705.08,164705.08,164705.08,164705.08,164705.08,0
1,DESPESES DE PERSONAL,10,ÒRGANS DE GOVERN I PERSONAL DIRECTIU,101,RET. BASIQUES I ALTRES REM. PERSONAL DIR,10100,Retribucions bàsiques personal directiu,605,SARRIÀ-SANT GERVASI,1,Serveis públics bàsics,15,Habitatge i urbanisme,153,Vies públiques,1534,Espai públic,15341,Manteniment i millora espais públics cen,73000.48,1965.94,74966.42,74966.42,74966.42,74966.42,74966.42,0
1,DESPESES DE PERSONAL,10,ÒRGANS DE GOVERN I PERSONAL DIRECTIU,101,RET. BASIQUES I ALTRES REM. PERSONAL DIR,10100,Retribucions bàsiques personal directiu,605,SARRIÀ-SANT GERVASI,9,Actuacions de caràcter general,92,Serveis de caràcter general,920,Administració general,9201,Direcció i administració generals,92011,Administració general,166968.56,7614.7,174583.26,174583.26,174583.26,174583.26,174583.26,0
1,DESPESES DE PERSONAL,10,ÒRGANS DE GOVERN I PERSONAL DIRECTIU,101,RET. BASIQUES I ALTRES REM. PERSONAL DIR,10100,Retribucions bàsiques personal directiu,606,GRÀCIA,1,Serveis públics bàsics,15,Habitatge i urbanisme,151,Urbanisme:planejament.gestió.execució i disciplina,1513,Redacció de projectes-execució d'obres,15131,Redacció de projectes-execució d'obres,69097.36,1382.02,70479.38,70479.38,70479.38,70479.38,70479.38,0
1,DESPESES DE PERSONAL,10,ÒRGANS DE GOVERN I PERSONAL DIRECTIU,101,RET. BASIQUES I ALTRES REM. PERSONAL DIR,10100,Retribucions bàsiques personal directiu,606,GRÀCIA,2,Actuacions de protecció i promoció social,23,Serveis socials i promoció social,230,Administració general de serveis socials,2302,Administració general serveis a persones-territori,23021,Administració general serveis a persones,73557.2,-7530.25,66026.95,66026.95,66026.95,66026.95,66026.95,0
1,DESPESES DE PERSONAL,10,ÒRGANS DE GOVERN I PERSONAL DIRECTIU,101,RET. BASIQUES I ALTRES REM. PERSONAL DIR,10100,Retribucions bàsiques personal directiu,606,GRÀCIA,9,Actuacions de caràcter general,92,Serveis de caràcter general,920,Administració general,9201,Direcció i administració generals,92011,Administració general,165714.74,-24794.98,140919.76,140919.76,140919.76,140919.76,140919.76,0
1,DESPESES DE PERSONAL,10,ÒRGANS DE GOVERN I PERSONAL DIRECTIU,101,RET. BASIQUES I ALTRES REM. PERSONAL DIR,10100,Retribucions bàsiques personal directiu,607,HORTA-GUINARDÓ,1,Serveis públics bàsics,15,Habitatge i urbanisme,153,Vies públiques,1534,Espai públic,15341,Manteniment i millora espais públics cen,72914.1,1243.4,74157.5,74157.5,74157.5,74157.5,74157.5,0
1,DESPESES DE PERSONAL,10,ÒRGANS DE GOVERN I PERSONAL DIRECTIU,101,RET. BASIQUES I ALTRES REM. PERSONAL DIR,10100,Retribucions bàsiques personal directiu,607,HORTA-GUINARDÓ,2,Actuacions de protecció i promoció social,23,Serveis socials i promoció social,230,Administració general de serveis socials,2302,Administració general serveis a persones-territori,23021,Administració general serveis a persones,70900.24,1418.2,72318.44,72318.44,72318.44,72318.44,72318.44,0
1,DESPESES DE PERSONAL,10,ÒRGANS DE GOVERN I PERSONAL DIRECTIU,101,RET. BASIQUES I ALTRES REM. PERSONAL DIR,10100,Retribucions bàsiques personal directiu,607,HORTA-GUINARDÓ,9,Actuacions de caràcter general,92,Serveis de caràcter general,920,Administració general,9201,Direcció i administració generals,92011,Administració general,151282.27,7900.95,159183.22,159183.22,159183.22,159183.22,159183.22,0
1,DESPESES DE PERSONAL,10,ÒRGANS DE GOVERN I PERSONAL DIRECTIU,101,RET. BASIQUES I ALTRES REM. PERSONAL DIR,10100,Retribucions bàsiques personal directiu,608,NOU BARRIS,1,Serveis públics bàsics,15,Habitatge i urbanisme,150,Administració General d'habtatge i urba,1501,Administració d'Ecologia Urbana,15011,Despeses generals d'Ecologia Urbana,102490.87,-102490.87,0,0,0,0,0,0
